epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,407.316,0.60605,0.67152,0.99457,0.99774,1,0.995,0.9189,0.3939,0.91585,0.76765,0.00123512,0.00123512,0.00123512
21,427.155,0.61047,0.6678,1.03548,0.99821,1,0.995,0.93218,0.37788,0.84282,0.76075,0.001208,0.001208,0.001208
22,447.04,0.57108,0.63184,0.98953,0.99813,1,0.995,0.91456,0.41198,0.77591,0.77126,0.0011684,0.0011684,0.0011684
23,466.85,0.57885,0.62947,0.97789,0.99793,1,0.995,0.91609,0.42923,0.73559,0.7824,0.0011288,0.0011288,0.0011288
24,486.979,0.50441,0.6442,0.96057,0.99646,1,0.995,0.93794,0.37702,0.66822,0.77187,0.0010892,0.0010892,0.0010892
25,507.094,0.57227,0.69264,0.98865,0.99662,1,0.995,0.92949,0.38321,0.65026,0.77235,0.0010496,0.0010496,0.0010496
26,527.128,0.4745,0.6264,0.91977,0.99732,1,0.995,0.94074,0.37331,0.63493,0.76716,0.00101,0.00101,0.00101
27,547.388,0.49541,0.61144,0.94966,0.99668,1,0.995,0.91531,0.38059,0.61631,0.77153,0.0009704,0.0009704,0.0009704
28,567.22,0.483,0.5558,0.92525,0.99702,1,0.995,0.9352,0.37374,0.59891,0.77122,0.0009308,0.0009308,0.0009308
29,587.187,0.45748,0.59007,0.93398,0.99763,1,0.995,0.93374,0.35296,0.5891,0.75985,0.0008912,0.0008912,0.0008912
30,607.048,0.48268,0.55568,0.90824,0.99744,1,0.995,0.94187,0.32621,0.54497,0.75074,0.0008516,0.0008516,0.0008516
31,626.866,0.42372,0.55253,0.88455,0.99803,1,0.995,0.93768,0.33497,0.52435,0.76252,0.000812,0.000812,0.000812
32,646.66,0.4639,0.55474,0.90816,0.99884,1,0.995,0.93931,0.33726,0.51227,0.76923,0.0007724,0.0007724,0.0007724
33,666.459,0.45975,0.59155,0.9449,0.99892,1,0.995,0.92799,0.34648,0.50489,0.76383,0.0007328,0.0007328,0.0007328
34,686.373,0.45463,0.53217,0.92543,0.99886,1,0.995,0.92681,0.3604,0.49594,0.75718,0.0006932,0.0006932,0.0006932
35,706.215,0.51709,0.56874,0.94956,0.99891,1,0.995,0.92505,0.36395,0.48996,0.75534,0.0006536,0.0006536,0.0006536
36,726.343,0.48267,0.52123,0.91091,0.99892,1,0.995,0.94685,0.32375,0.47071,0.75329,0.000614,0.000614,0.000614
37,746.442,0.43025,0.51151,0.91237,0.99894,1,0.995,0.95568,0.32957,0.46218,0.75893,0.0005744,0.0005744,0.0005744
38,766.423,0.42873,0.49719,0.91316,0.99894,1,0.995,0.94947,0.32711,0.45733,0.76098,0.0005348,0.0005348,0.0005348
39,786.656,0.48975,0.52357,0.96978,0.99896,1,0.995,0.93966,0.31406,0.44677,0.75678,0.0004952,0.0004952,0.0004952
40,806.785,0.40722,0.4752,0.93394,0.999,1,0.995,0.94802,0.31623,0.45168,0.74765,0.0004556,0.0004556,0.0004556
41,827.097,0.30131,0.56661,0.8067,0.99899,1,0.995,0.94418,0.33069,0.44988,0.74713,0.000416,0.000416,0.000416
42,846.821,0.28666,0.49643,0.78767,0.99899,1,0.995,0.93249,0.33501,0.44315,0.74709,0.0003764,0.0003764,0.0003764
43,866.786,0.31789,0.51706,0.82975,0.99899,1,0.995,0.94837,0.32306,0.44165,0.7466,0.0003368,0.0003368,0.0003368
44,886.843,0.28709,0.47098,0.8051,0.99901,1,0.995,0.96107,0.30077,0.4426,0.74785,0.0002972,0.0002972,0.0002972
45,907.057,0.29608,0.55535,0.81514,0.99904,1,0.995,0.96622,0.28629,0.43158,0.74671,0.0002576,0.0002576,0.0002576
46,926.993,0.29263,0.48435,0.8147,0.99903,1,0.995,0.96761,0.27766,0.4222,0.74416,0.000218,0.000218,0.000218
47,946.799,0.27713,0.45879,0.79627,0.99901,1,0.995,0.96726,0.26814,0.41548,0.74147,0.0001784,0.0001784,0.0001784
48,966.477,0.26365,0.47145,0.80882,0.99902,1,0.995,0.97503,0.26174,0.40797,0.73871,0.0001388,0.0001388,0.0001388
49,986.186,0.28466,0.44257,0.81809,0.99899,1,0.995,0.97138,0.26302,0.40621,0.73856,9.92e-05,9.92e-05,9.92e-05
50,1005.87,0.29321,0.47227,0.83415,0.99901,1,0.995,0.97169,0.26253,0.40639,0.73832,5.96e-05,5.96e-05,5.96e-05
